date,description,category,transaction_type,base_amount,random_variance,amount,account_id
6/16/2025,REFUND DARAZ,Uncategorized,Credit,100,0.82,82.0,691
9/7/2025,SHELL-FUEL,Food & Dining,Debit,20,1.18,-23.6,692
8/29/2025,SHELL OIL 9876,Shopping,Debit,40,0.93,-37.2,693
5/21/2025,INDRIVE TRIP,Groceries,Debit,20,0.87,-17.4,694
10/6/2025,REFUND DARAZ,Groceries,CREDIT,100,1.02,102.0,695
7/9/2025,ESEWA BALANCE TRANSFER,,debit,10,0.91,-9.1,696
4/3/2025,SHELL OIL 9876,Bills,Credit,40,0.84,33.6,697
11/6/2025,AMAZON PRIME,Income,CREDIT,20,0.83,16.6,698
1/19/2026,Netflix Subscription,Bills,CREDIT,50,1.11,55.5,699
6/24/2025,ATM WITHDRAWAL,Other,Debit,20,1.08,-21.6,700
3/28/2025,AMAZON PRIME,Income,Debit,20,1.05,-21.0,701
1/1/2026,WHOLE FOODS MKT,Uncategorized,Debit,500,1.08,-540.0,702
11/22/2025,WHOLE FOODS MKT,Shopping,CREDIT,1000,0.85,850.0,703
2/12/2025,Netflix Subscription,Groceries,Debit,20,1.16,-23.2,704
1/4/2026,WHOLE FOODS MKT,Shopping,debit,1000,0.84,-840.0,705
7/17/2025,SAFA CHULO #1234,Groceries,Credit,20,0.9,18.0,706
10/12/2025,SHELL OIL 9876,Transportation,Debit,40,0.97,-38.8,707
12/5/2025,WHOLE FOODS MKT,Bills,Credit,40,0.88,35.2,708
3/18/2025,WHOLE FOODS MKT,,CREDIT,100,0.97,97.0,709
3/2/2025,Netflix Subscription,,DEBIT,40,1.11,-44.4,710
2/5/2025,NETFLIX.COM,Uncategorized,Credit,100,1.0,100.0,711
10/24/2025,NETFLIX.COM,Food & Dining,Credit,10,1.0,10.0,712
7/18/2025,ESEWA CASHOUT,Entertainment,Debit,100,1.1,-110.0,713
9/9/2025,SHELL OIL 9876,Entertainment,debit,20,0.96,-19.2,714
7/18/2025,SAFA CHULO #1234,Income,Debit,40,0.88,-35.2,715
9/9/2025,Netflix Subscription,Food & Dining,Credit,10,1.14,11.4,716
4/30/2025,IRANI CHIYA LOKANTHALI,Uncategorized,Debit,20,0.85,-17.0,717
6/30/2025,AMZN MKTPLC WA,Income,debit,100,0.83,-83.0,718
10/23/2025,NETFLIX.COM,Food & Dining,Debit,20,0.82,-16.4,719
3/28/2025,DD-SALARY,Uncategorized,Credit,100,1.11,111.0,720
7/26/2025,WHOLE FOODS MKT,Income,,1000,0.84,840.0,721
3/28/2025,ATM WITHDRAWAL,Food & Dining,debit,50,0.95,-47.5,722
12/4/2025,ESEWA CASHOUT,Shopping,CREDIT,100,0.98,98.0,723
8/18/2025,CHOWMEIN 1234,Shopping,CREDIT,40,1.06,42.4,724
2/27/2025,LANDLORD_RENT_PAYMNT,Uncategorized,Debit,100,0.88,-88.0,725
8/29/2025,CHOWMEIN 1234,Entertainment,Debit,50,0.84,-42.0,726
4/5/2025,ATM WITHDRAWAL,Shopping,DEBIT,100,0.81,-81.0,727
4/11/2025,ATM WITHDRAWAL,Bills,DEBIT,100,1.19,-119.0,728
12/30/2025,REFUND DARAZ,Shopping,,100,1.05,105.0,729
10/15/2025,WHOLE FOODS MKT,Income,Debit,50,1.04,-52.0,730
4/6/2025,WHOLE FOODS MKT,Other,CREDIT,100,0.95,95.0,731
9/24/2025,SHELL OIL 9876,Food & Dining,DEBIT,100,1.04,-104.0,732
2/17/2025,Netflix Subscription,Entertainment,Debit,50,1.14,-57.0,733
4/24/2025,AMAZON PRIME,Entertainment,Credit,40,1.0,40.0,734
12/14/2025,ESEWA BALANCE TRANSFER,Food & Dining,Debit,500,1.07,-535.0,735
3/19/2025,INDRIVE TRIP,Income,Debit,500,0.93,-465.0,736
10/12/2025,DD-SALARY,Bills,Debit,20,1.0,-20.0,737
6/2/2025,SAFA CHULO #1234,Other,debit,20,1.15,-23.0,738
1/12/2026,ESEWA CASHOUT,Bills,DEBIT,20,0.91,-18.2,739
11/8/2025,SHELL OIL 9876,Shopping,CREDIT,1000,0.83,830.0,740
8/7/2025,AMAZON PRIME,Transportation,Credit,20,0.93,18.6,741
9/25/2025,SHELL-FUEL,,Credit,50,0.95,47.5,742
11/13/2025,CHOWMEIN 1234,Food & Dining,CREDIT,40,1.02,40.8,743
9/10/2025,SHELL OIL 9876,Income,Debit,40,1.02,-40.8,744
2/10/2025,ATM CASH,Transportation,Debit,50,1.17,-58.5,745
1/4/2026,ATM WITHDRAWAL,Income,Debit,40,1.04,-41.6,746
3/28/2025,SHELL-FUEL,Food & Dining,DEBIT,100,1.13,-113.0,747
11/30/2025,REFUND DARAZ,Transportation,Credit,40,0.89,35.6,748
6/2/2025,PAYCHECK DEPOSIT,Entertainment,Credit,50,1.01,50.5,749
4/21/2025,REFUND DARAZ,Food & Dining,CREDIT,40,1.18,47.2,750
2/2/2026,ESEWA CASHOUT,Groceries,Credit,50,1.06,53.0,751
4/8/2025,IRANI CHIYA LOKANTHALI,Transportation,Debit,40,1.12,-44.8,752
7/12/2025,AMAZON PRIME,Uncategorized,debit,20,1.0,-20.0,753
8/15/2025,WHOLE FOODS MKT,Other,debit,20,1.01,-20.2,754
10/11/2025,PAYCHECK DEPOSIT,Uncategorized,Credit,50,1.03,51.5,755
4/28/2025,ESEWA CASHOUT,,CREDIT,100,0.87,87.0,756
10/13/2025,SHELL OIL 9876,Groceries,Credit,100,0.98,98.0,757
8/9/2025,CHOWMEIN 1234,Uncategorized,Credit,100,1.04,104.0,758
9/2/2025,DD-SALARY,Food & Dining,,40,1.13,45.2,759
7/4/2025,INDRIVE TRIP,Bills,Debit,20,1.12,-22.4,760
8/19/2025,SHELL-FUEL,Uncategorized,Credit,100,1.18,118.0,761
10/25/2025,LANDLORD_RENT_PAYMNT,Groceries,CREDIT,10,1.08,10.8,762
1/21/2026,SHELL OIL 9876,Food & Dining,Credit,10,0.93,9.3,763
6/12/2025,SAFA CHULO #1234,Uncategorized,Debit,20,1.11,-22.2,764
9/12/2025,ESEWA BALANCE TRANSFER,Groceries,debit,20,1.02,-20.4,765
8/17/2025,IRANI CHIYA LOKANTHALI,Other,CREDIT,40,1.12,44.8,766
8/3/2025,LANDLORD_RENT_PAYMNT,Food & Dining,DEBIT,50,0.86,-43.0,767
5/6/2025,ATM CASH,Uncategorized,debit,20,1.13,-22.6,768
12/24/2025,DD-SALARY,,DEBIT,50,0.99,-49.5,769
4/2/2025,LANDLORD_RENT_PAYMNT,Entertainment,Credit,20,0.81,16.2,770
8/31/2025,INDRIVE TRIP,Bills,DEBIT,50,1.04,-52.0,771
8/31/2025,Netflix Subscription,Income,DEBIT,10,0.86,-8.6,772
3/29/2025,LANDLORD_RENT_PAYMNT,Income,debit,10,1.13,-11.3,773
3/23/2025,ATM WITHDRAWAL,Entertainment,CREDIT,20,1.11,22.2,774
5/20/2025,Netflix Subscription,Entertainment,CREDIT,50,1.16,58.0,775
6/6/2025,DD-SALARY,Transportation,debit,50,1.11,-55.5,776
5/18/2025,SHELL OIL 9876,Shopping,debit,40,1.05,-42.0,777
3/30/2025,ESEWA CASHOUT,Entertainment,Debit,100,0.81,-81.0,778
11/30/2025,Netflix Subscription,Shopping,CREDIT,1000,1.12,1120.0,779
6/6/2025,AMZN MKTPLC WA,Transportation,debit,50,1.09,-54.5,780
4/15/2025,DD-SALARY,Other,DEBIT,40,0.84,-33.6,781
10/10/2025,PAYCHECK DEPOSIT,Other,Debit,100,0.86,-86.0,782
5/25/2025,AMAZON PRIME,Groceries,Debit,100,1.02,-102.0,783
7/18/2025,REFUND DARAZ,Shopping,Credit,40,0.87,34.8,784
12/12/2025,IRANI CHIYA LOKANTHALI,Shopping,DEBIT,20,0.82,-16.4,785
12/5/2025,DD-SALARY,,,40,0.96,38.4,786
6/4/2025,ATM WITHDRAWAL,Other,debit,20,1.03,-20.6,787
5/21/2025,REFUND DARAZ,Groceries,Debit,40,0.94,-37.6,788
8/16/2025,ESEWA BALANCE TRANSFER,Income,DEBIT,50,0.98,-49.0,789
8/31/2025,WHOLE FOODS MKT,,DEBIT,10,1.09,-10.9,790
9/3/2025,AMZN MKTPLC WA,Food & Dining,Credit,50,0.86,43.0,791
2/12/2025,NETFLIX.COM,Transportation,Credit,500,0.8,400.0,792
8/28/2025,Netflix Subscription,Other,,50,0.93,46.5,793
3/6/2025,SHELL OIL 9876,Entertainment,DEBIT,50,0.86,-43.0,794
7/8/2025,IRANI CHIYA LOKANTHALI,Entertainment,CREDIT,10,0.86,8.6,795
10/14/2025,DD-SALARY,Uncategorized,debit,100,1.01,-101.0,796
7/27/2025,DD-SALARY,Food & Dining,DEBIT,50,1.01,-50.5,797
9/30/2025,SAFA CHULO #1234,Other,DEBIT,40,0.94,-37.6,798
10/26/2025,AMAZON PRIME,Transportation,Credit,20,0.89,17.8,799
8/6/2025,Netflix Subscription,Transportation,Debit,20,0.97,-19.4,800
9/15/2025,DD-SALARY,Entertainment,Credit,10,0.98,9.8,801
2/19/2025,SHELL-FUEL,Entertainment,Credit,100,1.02,102.0,802
10/1/2025,SHELL-FUEL,Entertainment,debit,500,0.92,-460.0,803
4/18/2025,ESEWA BALANCE TRANSFER,Income,Credit,20,0.85,17.0,804
8/14/2025,Netflix Subscription,Shopping,Credit,20,0.82,16.4,805
1/3/2026,ATM CASH,Bills,debit,50,1.02,-51.0,806
3/11/2025,NETFLIX.COM,Shopping,Debit,20,0.83,-16.6,807
7/19/2025,ESEWA BALANCE TRANSFER,Food & Dining,Credit,50,0.81,40.5,808
8/28/2025,AMZN MKTPLC WA,Income,DEBIT,1000,1.19,-1190.0,809
3/29/2025,WHOLE FOODS MKT,Bills,Debit,100,1.15,-115.0,810
9/28/2025,AMZN MKTPLC WA,Other,debit,20,1.01,-20.2,811
7/29/2025,DD-SALARY,,DEBIT,50,0.9,-45.0,812
11/17/2025,SAFA CHULO #1234,Income,DEBIT,20,0.8,-16.0,813
8/16/2025,ESEWA CASHOUT,Bills,Credit,40,1.03,41.2,814
10/29/2025,NETFLIX.COM,Other,Credit,100,0.94,94.0,815
5/18/2025,CHOWMEIN 1234,Groceries,Credit,100,0.87,87.0,816
9/17/2025,WHOLE FOODS MKT,Shopping,DEBIT,20,0.92,-18.4,817
11/3/2025,PAYCHECK DEPOSIT,Shopping,Credit,40,0.93,37.2,818
5/12/2025,SHELL-FUEL,Groceries,Credit,500,1.13,565.0,819
5/5/2025,INDRIVE TRIP,Other,debit,100,0.99,-99.0,820
1/21/2026,INDRIVE TRIP,Income,debit,50,1.03,-51.5,821
1/17/2026,IRANI CHIYA LOKANTHALI,Shopping,Credit,50,0.85,42.5,822
7/19/2025,AMAZON PRIME,Transportation,CREDIT,20,0.81,16.2,823
5/14/2025,DD-SALARY,Uncategorized,Credit,20,1.19,23.8,824
10/4/2025,CHOWMEIN 1234,Entertainment,,40,0.93,37.2,825
11/26/2025,PAYCHECK DEPOSIT,Other,Credit,50,1.05,52.5,826
8/2/2025,Netflix Subscription,Bills,DEBIT,10,1.01,-10.1,827
12/14/2025,NETFLIX.COM,Uncategorized,Debit,100,1.18,-118.0,828
5/10/2025,DD-SALARY,Entertainment,Debit,10,0.85,-8.5,829
10/24/2025,ATM WITHDRAWAL,Bills,Debit,20,0.83,-16.6,830
10/22/2025,ATM CASH,Groceries,CREDIT,50,0.85,42.5,831
1/19/2026,SAFA CHULO #1234,Other,Credit,100,1.11,111.0,832
11/7/2025,SAFA CHULO #1234,Shopping,debit,40,1.04,-41.6,833
12/19/2025,NETFLIX.COM,Food & Dining,,20,0.9,18.0,834
4/19/2025,PAYCHECK DEPOSIT,Other,debit,20,1.02,-20.4,835
2/11/2025,ESEWA CASHOUT,Entertainment,DEBIT,40,0.88,-35.2,836
2/25/2025,Netflix Subscription,Bills,CREDIT,50,0.92,46.0,837
12/17/2025,AMZN MKTPLC WA,Food & Dining,Credit,100,1.11,111.0,838
4/11/2025,INDRIVE TRIP,Income,Credit,40,1.06,42.4,839
10/9/2025,SHELL-FUEL,Food & Dining,debit,40,0.96,-38.4,840
7/13/2025,NETFLIX.COM,Shopping,Debit,40,1.19,-47.6,841
12/12/2025,INDRIVE TRIP,Other,debit,40,1.17,-46.8,842
6/5/2025,SAFA CHULO #1234,Transportation,debit,100,1.16,-116.0,843
3/10/2025,ATM CASH,Bills,CREDIT,20,0.96,19.2,844
2/21/2025,ATM WITHDRAWAL,Shopping,Credit,10,0.9,9.0,845
7/8/2025,LANDLORD_RENT_PAYMNT,Entertainment,Credit,10,1.06,10.6,846
9/23/2025,IRANI CHIYA LOKANTHALI,Groceries,Credit,20,1.17,23.4,847
5/14/2025,DD-SALARY,Food & Dining,Credit,20,0.99,19.8,848
7/1/2025,SHELL OIL 9876,Food & Dining,Debit,1000,0.91,-910.0,849
6/19/2025,ATM WITHDRAWAL,Shopping,CREDIT,40,1.11,44.4,850
4/11/2025,PAYCHECK DEPOSIT,Income,debit,20,0.88,-17.6,851
3/29/2025,CHOWMEIN 1234,Uncategorized,CREDIT,50,1.16,58.0,852
12/22/2025,DD-SALARY,Food & Dining,debit,10,0.84,-8.4,853
9/28/2025,SHELL OIL 9876,Transportation,Credit,100,1.12,112.0,854
11/25/2025,INDRIVE TRIP,Groceries,Credit,50,1.0,50.0,855
11/2/2025,ESEWA CASHOUT,Transportation,DEBIT,100,1.14,-114.0,856
12/8/2025,LANDLORD_RENT_PAYMNT,Income,Credit,10,1.16,11.6,857
12/31/2025,SHELL-FUEL,Transportation,DEBIT,40,0.81,-32.4,858
5/15/2025,SHELL-FUEL,,Credit,40,1.1,44.0,859
8/20/2025,DD-SALARY,Groceries,Debit,40,1.19,-47.6,860
12/16/2025,INDRIVE TRIP,Uncategorized,Credit,50,0.92,46.0,861
8/4/2025,IRANI CHIYA LOKANTHALI,Other,Debit,50,0.84,-42.0,862
7/4/2025,DD-SALARY,Shopping,Credit,40,1.07,42.8,863
12/20/2025,ATM WITHDRAWAL,Income,DEBIT,50,1.11,-55.5,864
6/6/2025,ATM CASH,Shopping,Debit,100,1.13,-113.0,865
2/14/2025,AMZN MKTPLC WA,Income,debit,50,0.85,-42.5,866
12/17/2025,IRANI CHIYA LOKANTHALI,,debit,100,0.83,-83.0,867
8/26/2025,ESEWA CASHOUT,Entertainment,Credit,50,1.05,52.5,868
2/1/2026,DD-SALARY,Uncategorized,CREDIT,50,1.18,59.0,869
3/19/2025,ATM WITHDRAWAL,Income,debit,50,1.13,-56.5,870
2/14/2025,ATM WITHDRAWAL,Other,DEBIT,20,1.08,-21.6,871
3/31/2025,INDRIVE TRIP,Groceries,Credit,100,1.2,120.0,872
5/7/2025,Netflix Subscription,Uncategorized,Debit,50,0.84,-42.0,873
2/11/2025,ESEWA CASHOUT,Shopping,Debit,100,0.88,-88.0,874
5/18/2025,Netflix Subscription,Income,debit,100,0.81,-81.0,875
5/17/2025,REFUND DARAZ,Uncategorized,Debit,50,0.98,-49.0,876
9/23/2025,CHOWMEIN 1234,Groceries,,100,0.83,83.0,877
4/8/2025,SAFA CHULO #1234,Shopping,Debit,50,1.07,-53.5,878
4/14/2025,Netflix Subscription,Income,Debit,10,0.95,-9.5,879
7/16/2025,LANDLORD_RENT_PAYMNT,Uncategorized,DEBIT,40,0.95,-38.0,880
4/28/2025,ATM CASH,Transportation,Credit,50,1.1,55.0,881
1/13/2026,LANDLORD_RENT_PAYMNT,Groceries,debit,40,0.88,-35.2,882
2/20/2025,LANDLORD_RENT_PAYMNT,Shopping,Debit,10,0.84,-8.4,883
8/4/2025,SAFA CHULO #1234,Entertainment,debit,50,1.01,-50.5,884
12/26/2025,AMAZON PRIME,Bills,debit,100,0.81,-81.0,885
12/12/2025,INDRIVE TRIP,Other,debit,50,1.12,-56.0,886
9/12/2025,AMAZON PRIME,Bills,Debit,20,0.88,-17.6,887
2/7/2025,AMZN MKTPLC WA,Other,DEBIT,50,0.88,-44.0,888
7/16/2025,PAYCHECK DEPOSIT,,Credit,100,0.93,93.0,889
12/25/2025,ESEWA CASHOUT,Shopping,Credit,20,0.89,17.8,890
10/13/2025,WHOLE FOODS MKT,Food & Dining,debit,10,1.03,-10.3,891
5/3/2025,PAYCHECK DEPOSIT,Income,CREDIT,100,0.97,97.0,892
7/26/2025,SHELL-FUEL,Income,Debit,50,1.16,-58.0,893
5/3/2025,DD-SALARY,Entertainment,Debit,100,0.96,-96.0,894
7/16/2025,PAYCHECK DEPOSIT,Uncategorized,Debit,1000,0.99,-990.0,895
7/5/2025,ESEWA BALANCE TRANSFER,Income,DEBIT,40,0.94,-37.6,896
9/13/2025,CHOWMEIN 1234,Bills,Debit,40,0.85,-34.0,897
9/17/2025,AMZN MKTPLC WA,Entertainment,Debit,50,0.85,-42.5,898
10/7/2025,ESEWA BALANCE TRANSFER,Food & Dining,Debit,50,1.11,-55.5,899
6/12/2025,ATM CASH,Transportation,debit,20,1.14,-22.8,900
8/21/2025,LANDLORD_RENT_PAYMNT,Shopping,Debit,10,1.14,-11.4,901
11/29/2025,NETFLIX.COM,Entertainment,Debit,100,1.16,-116.0,902
6/7/2025,LANDLORD_RENT_PAYMNT,Bills,Debit,10,0.88,-8.8,903
6/20/2025,SHELL-FUEL,Income,Debit,50,0.91,-45.5,904
1/7/2026,CHOWMEIN 1234,Income,DEBIT,50,0.98,-49.0,905
7/29/2025,REFUND DARAZ,Transportation,DEBIT,50,1.03,-51.5,906
6/27/2025,ATM WITHDRAWAL,Groceries,Debit,20,0.86,-17.2,907
6/28/2025,AMZN MKTPLC WA,Other,DEBIT,10,1.15,-11.5,908
11/14/2025,SHELL-FUEL,Food & Dining,Credit,40,1.04,41.6,909
12/25/2025,AMAZON PRIME,Groceries,debit,20,0.88,-17.6,910
9/20/2025,Netflix Subscription,Income,Debit,100,1.14,-114.0,911
1/29/2026,SAFA CHULO #1234,,debit,500,1.08,-540.0,912
11/8/2025,SAFA CHULO #1234,Entertainment,Credit,50,0.91,45.5,913
3/18/2025,AMZN MKTPLC WA,Groceries,debit,20,1.03,-20.6,914
11/26/2025,ESEWA CASHOUT,Other,Credit,10,0.95,9.5,915
12/29/2025,REFUND DARAZ,Other,CREDIT,40,0.91,36.4,916
5/26/2025,INDRIVE TRIP,Groceries,DEBIT,50,1.0,-50.0,917
3/3/2025,IRANI CHIYA LOKANTHALI,Income,,500,1.11,555.0,918
7/12/2025,INDRIVE TRIP,,Debit,50,0.88,-44.0,919
5/14/2025,AMAZON PRIME,,DEBIT,500,0.87,-435.0,920
1/16/2026,CHOWMEIN 1234,Uncategorized,Debit,500,0.96,-480.0,921
3/22/2025,INDRIVE TRIP,Income,Debit,100,1.18,-118.0,922
10/3/2025,ESEWA CASHOUT,Food & Dining,CREDIT,50,0.98,49.0,923
5/22/2025,CHOWMEIN 1234,Income,Credit,50,1.0,50.0,924
11/26/2025,DD-SALARY,Food & Dining,debit,20,0.99,-19.8,925
7/30/2025,REFUND DARAZ,Bills,DEBIT,40,1.03,-41.2,926
10/11/2025,ESEWA CASHOUT,Food & Dining,Credit,20,0.87,17.4,927
1/24/2026,Netflix Subscription,Transportation,DEBIT,40,0.9,-36.0,928
8/12/2025,ESEWA CASHOUT,Shopping,Credit,10,0.96,9.6,929
4/4/2025,REFUND DARAZ,Income,Debit,10,1.15,-11.5,930
2/19/2025,SAFA CHULO #1234,Income,Credit,20,0.92,18.4,931
3/6/2025,SAFA CHULO #1234,Food & Dining,debit,50,1.16,-58.0,932
8/27/2025,AMAZON PRIME,Transportation,Debit,50,1.04,-52.0,933
6/15/2025,DD-SALARY,Other,Debit,10,1.09,-10.9,934
8/13/2025,REFUND DARAZ,Income,Credit,50,0.85,42.5,935
11/10/2025,ESEWA BALANCE TRANSFER,Uncategorized,debit,50,0.97,-48.5,936
10/17/2025,Netflix Subscription,Transportation,debit,100,1.01,-101.0,937
12/4/2025,IRANI CHIYA LOKANTHALI,Transportation,DEBIT,1000,1.16,-1160.0,938
2/11/2025,WHOLE FOODS MKT,Uncategorized,CREDIT,20,1.16,23.2,939
11/14/2025,AMZN MKTPLC WA,Bills,Credit,50,1.08,54.0,940
4/23/2025,Netflix Subscription,,DEBIT,100,0.93,-93.0,941
4/22/2025,SHELL OIL 9876,Other,Debit,20,1.09,-21.8,942
2/8/2025,LANDLORD_RENT_PAYMNT,Groceries,Debit,20,0.94,-18.8,943
10/4/2025,ESEWA BALANCE TRANSFER,Income,Credit,20,0.86,17.2,944
4/5/2025,PAYCHECK DEPOSIT,Groceries,CREDIT,20,1.07,21.4,945
2/6/2025,LANDLORD_RENT_PAYMNT,Entertainment,debit,100,0.96,-96.0,946
1/18/2026,ESEWA CASHOUT,Groceries,Debit,50,1.07,-53.5,947
12/20/2025,IRANI CHIYA LOKANTHALI,Uncategorized,Credit,10,1.13,11.3,948
10/28/2025,SHELL OIL 9876,Groceries,Credit,20,1.07,21.4,949
6/14/2025,ESEWA CASHOUT,Transportation,DEBIT,50,0.92,-46.0,950
12/7/2025,LANDLORD_RENT_PAYMNT,Other,debit,40,0.98,-39.2,951
10/31/2025,ESEWA CASHOUT,Shopping,DEBIT,100,1.12,-112.0,952
2/21/2025,ESEWA BALANCE TRANSFER,Shopping,Debit,20,1.18,-23.6,953
10/16/2025,NETFLIX.COM,Income,DEBIT,10,1.02,-10.2,954
2/23/2025,PAYCHECK DEPOSIT,Shopping,Credit,40,0.88,35.2,955
4/16/2025,SHELL-FUEL,Transportation,Credit,100,1.02,102.0,956
12/2/2025,AMZN MKTPLC WA,Uncategorized,Debit,50,1.03,-51.5,957
2/5/2025,DD-SALARY,Shopping,Debit,50,0.84,-42.0,958
3/9/2025,PAYCHECK DEPOSIT,Food & Dining,Debit,20,0.93,-18.6,959
7/17/2025,ATM CASH,Income,DEBIT,100,1.07,-107.0,960
2/13/2025,ESEWA BALANCE TRANSFER,Transportation,Debit,1000,0.97,-970.0,961
5/6/2025,Netflix Subscription,,Debit,50,1.04,-52.0,962
8/7/2025,IRANI CHIYA LOKANTHALI,Uncategorized,Credit,50,1.07,53.5,963
2/2/2026,ESEWA CASHOUT,Transportation,debit,100,1.14,-114.0,964
3/27/2025,AMZN MKTPLC WA,Other,debit,40,0.93,-37.2,965
5/31/2025,NETFLIX.COM,Uncategorized,Credit,50,1.06,53.0,966
8/21/2025,SHELL-FUEL,,Debit,50,0.83,-41.5,967
5/17/2025,ATM CASH,,Debit,40,1.03,-41.2,968
5/18/2025,SHELL-FUEL,Uncategorized,DEBIT,40,1.0,-40.0,969
10/25/2025,CHOWMEIN 1234,Other,Credit,40,1.18,47.2,970
3/20/2025,CHOWMEIN 1234,Income,Debit,20,0.95,-19.0,971
4/4/2025,CHOWMEIN 1234,Income,Credit,50,0.81,40.5,972
5/11/2025,ESEWA BALANCE TRANSFER,Groceries,debit,50,1.07,-53.5,973
5/1/2025,SHELL OIL 9876,Shopping,,50,0.97,48.5,974
1/7/2026,DD-SALARY,Transportation,Credit,20,1.04,20.8,975
3/16/2025,ESEWA CASHOUT,Entertainment,Debit,40,1.1,-44.0,976
7/12/2025,ATM WITHDRAWAL,Uncategorized,Credit,100,0.81,81.0,977
5/5/2025,PAYCHECK DEPOSIT,Entertainment,Debit,100,1.11,-111.0,978
12/8/2025,WHOLE FOODS MKT,Other,Debit,100,0.81,-81.0,979
10/12/2025,ATM WITHDRAWAL,Entertainment,Credit,20,0.91,18.2,980
2/24/2025,LANDLORD_RENT_PAYMNT,Groceries,Debit,50,1.15,-57.5,981
5/19/2025,REFUND DARAZ,Food & Dining,,40,0.9,36.0,982
1/23/2026,ESEWA CASHOUT,Shopping,Debit,50,0.86,-43.0,983
4/22/2025,DD-SALARY,Other,debit,40,0.81,-32.4,984
9/23/2025,NETFLIX.COM,Income,DEBIT,500,1.05,-525.0,985
4/30/2025,LANDLORD_RENT_PAYMNT,Income,DEBIT,40,0.81,-32.4,986
12/23/2025,SHELL OIL 9876,Transportation,Credit,20,0.82,16.4,987
8/3/2025,ATM WITHDRAWAL,Groceries,Credit,100,1.12,112.0,988
5/4/2025,ATM CASH,Other,debit,50,1.1,-55.0,989
8/11/2025,AMAZON PRIME,Food & Dining,Credit,40,0.83,33.2,990
12/5/2025,SHELL-FUEL,Shopping,CREDIT,50,1.01,50.5,991
3/21/2025,SHELL OIL 9876,Transportation,CREDIT,20,0.96,19.2,992
5/10/2025,ESEWA CASHOUT,Bills,Credit,20,0.83,16.6,993
6/12/2025,WHOLE FOODS MKT,Entertainment,Credit,500,0.92,460.0,994
4/3/2025,DD-SALARY,Food & Dining,Credit,500,0.81,405.0,995
5/15/2025,INDRIVE TRIP,Entertainment,debit,10,1.0,-10.0,996
1/26/2026,PAYCHECK DEPOSIT,Shopping,debit,100,1.14,-114.0,997
12/22/2025,CHOWMEIN 1234,Income,CREDIT,100,1.16,116.0,998
10/29/2025,WHOLE FOODS MKT,Transportation,debit,100,1.1,-110.0,999
12/10/2025,LANDLORD_RENT_PAYMNT,Transportation,debit,20,1.04,-20.8,1000
